stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,radius
8591378,"Zürich, Stadtgrenze",47.33504,8.54147,"","",4.802816946919905
8591348,"Zürich, Schützenhaus Höngg",47.409733,8.497047,"","",4.787333118217911
8591360,"Zürich, Segeten",47.35575,8.594308,"","",4.781969487028772
8591194,"Zürich, Hirzenbach",47.40325,8.591164,"","",4.747024713854711
8503093:0:42,Zürich Manegg,47.337933,8.519631,"","",4.741196058859496
8503093,Zürich Manegg,47.337933,8.519631,"",Parent8503093,4.741196058859496
8503093:0:1,Zürich Manegg,47.337933,8.519631,"",Parent8503093,4.741196058859496
Parent8503093,Zürich Manegg,47.337933,8.519631,1,"",4.741196058859496
8591128,"Zürich, Fernsehstudio",47.418175,8.561744,"","",4.738716531126168
Parent8591065,Bahnhof,47.397274,8.596131,1,"",4.720135958363695
8591065,"Stettbach, Bahnhof",47.397274,8.596131,"",Parent8591065,4.720135958363695
8591065:0,"Stettbach, Bahnhof",47.397274,8.596131,"",Parent8591065,4.720135958363695
8591065:0:A,"Stettbach, Bahnhof",47.397274,8.596131,"",Parent8591065,4.720135958363695
8591065:0:B,"Stettbach, Bahnhof",47.397274,8.596131,"",Parent8591065,4.720135958363695
8591065:0:C,"Stettbach, Bahnhof",47.397274,8.596131,"",Parent8591065,4.720135958363695
8591065:0:D,"Stettbach, Bahnhof",47.397274,8.596131,"",Parent8591065,4.720135958363695
8591065:0:E,"Stettbach, Bahnhof",47.397274,8.596131,"",Parent8591065,4.720135958363695
8591065P,Bahnhof,47.397274,8.596131,1,"",4.720135958363695
8503147:0:1,Stettbach,47.397213,8.596141,"",Parent8503147,4.7177244023576455
Parent8503147,Stettbach,47.397213,8.596141,1,"",4.7177244023576455
8503147:0,Stettbach,47.397213,8.596141,"",Parent8503147,4.7177244023576455
8503147P,Stettbach,47.397213,8.596141,1,"",4.7177244023576455
8503147:0:2,Stettbach,47.397213,8.596141,"",Parent8503147,4.7177244023576455
8591297,"Zürich, Orionstrasse",47.41672,8.566164,"","",4.715161552130046
8591345,"Zürich, Schulhaus Buchlern",47.384666,8.478579,"","",4.701397715945112
8591263,"Zürich, Luchswiesen",47.406876,8.585873,"","",4.695208840560096
8591355,"Zürich, Seebacherplatz",47.419865,8.548368,"","",4.680958449009427
8591380,"Zürich, Staudenbühl",47.420082,8.535388,"","",4.678782558945892
8591118,"Zürich, Einfangstrasse",47.415703,8.51293,"","",4.655619252607114
8591191,"Zürich, Himmeri",47.419876,8.538657,"","",4.643189612590781
8591430,"Zürich, Widmerstrasse",47.336777,8.53289,"","",4.641622945681966
8591250,"Zürich, Lerchenrain",47.41429,8.509489,"","",4.638993596815843
8591068,"Zürich, Bändliweg",47.396355,8.48501,"","",4.626287154218788
8591371,"Zürich, Singlistrasse",47.40511,8.49349,"","",4.624349915145838
8591413,"Zürich, Vulkanstrasse",47.39435,8.484085,"","",4.597193068629502
8591275,"Zürich, Michelstrasse",47.406326,8.495602,"","",4.595621095170137
8591050,"Zürich, Auzelg Ost",47.41334,8.572165,"","",4.595542431054626
8591261,"Zürich, Loorenstrasse",47.359863,8.594523,"","",4.574130990079909
8591423,"Zürich, Wartau",47.40277,8.491631,"","",4.5715133897181115
8590635,"Gockhausen, Ursprungstrasse",47.38485,8.600048,"","",4.570837627115695
8591197,"Zürich, Hohenklingensteig",47.40135,8.4902115,"","",4.566342763010369
8503007:0:2,Zürich Seebach,47.41875,8.544659,"",Parent8503007,4.528853458784957
8503007P,Zürich Seebach,47.41875,8.544659,1,"",4.528853458784957
8503007:0:3,Zürich Seebach,47.41875,8.544659,"",Parent8503007,4.528853458784957
Parent8503007,Zürich Seebach,47.41875,8.544659,1,"",4.528853458784957
8503007,Zürich Seebach,47.41875,8.544659,"",Parent8503007,4.528853458784957
8503007:0,Zürich Seebach,47.41875,8.544659,"",Parent8503007,4.528853458784957
8591361,"Zürich, Seidelhof",47.391922,8.483726,"","",4.523900621234236
8591347,"Zürich, Schürgistrasse",47.408836,8.579594,"","",4.522652620642385
8591294,"Zürich, Oerlikerhus",47.417587,8.554207,"","",4.511889629882966
8591206,"Zürich, Hürstholz",47.416885,8.522865,"","",4.502688282222145
8591439,"Zürich, Wollishoferplatz",47.33844,8.530159,"","",4.488011770861568
8576202,"Zollikon, Felbenstrasse",47.343204,8.569632,"","",4.480815656198004
8591300,"Zürich, Stodolastrasse",47.356907,8.590562,"","",4.474032743999524
8591051,"Zürich, Bachmattstrasse",47.388924,8.483051,"","",4.4712549112412585
8591271,"Zürich, Mattenhof",47.39864,8.590921,"","",4.4489726704853325
8591225,"Zürich, Genossenschaftsstrasse",47.415203,8.562373,"","",4.446970560656736
8576183,"Zollikon, Seestrasse",47.342796,8.567323,"","",4.437508642861591
8590569,"Dübendorf, Kämmaten",47.38949,8.596653,"","",4.436412631264483
8591315,"Zürich, Rehalp",47.35103,8.58298,"","",4.419518589254047
8509649,"Zürich, Leutschenpark",47.416553,8.555088,"","",4.41646778279802
